port_locode,country_code,location_code,port_name,function,status,coordinates
RUZDK,RU,ZDK,Zelënodol'sk,123-----,RL,5550N 04831E
RUZEM,RU,ZEM,Zeleniy Mys,1-------,QQ,
RWNSA,RW,NSA,Nyagatare,1-3-----,RL,0117S 03019E
RWRUB,RW,RUB,Rubengera,1----6--,RL,
RWRW4,RW,RW4,Rwamagana,1----6--,RL,0157N 03026E
SAAHA,SA,AHA,Al Hada,1-------,QQ,
SAALK,SA,ALK,Al Khobar,1-------,RL,
SAAMU,SA,AMU,Al Muajjiz,1-------,RL,2328N 03823E
SAAQK,SA,AQK,Al Khobar,1-------,RL,2617N 05012E
SABUR,SA,BUR,Buraydah,1-3--6--,AS,2619N 04358E
SADHA,SA,DHA,Dhahran,1--4----,AI,
SADHU,SA,DHU,Port of NEOM,1-------,AA,2734N 03433E
SADMM,SA,DMM,Ad Dammam,12345---,RL,2630N 05012E
SAEJH,SA,EJH,Wedjh,1--4----,AI,
SAGIZ,SA,GIZ,Jizan,1--4----,AI,1654N 04230E
SAJBI,SA,JBI,Al Jubayl Industrial City,1-3-----,RL,2705N 04942E
SAJEC,SA,JEC,Jazan Economic City,1-3-----,AM,1717N 04220E
SAJED,SA,JED,Jeddah,1--45---,AI,2128N 03910E
SAJUB,SA,JUB,Jubail,1-------,QQ,2701N 04940E
SAJUT,SA,JUT,Juaymah Terminal,1-------,RL,2655N 05001E
SAJYC,SA,JYC,Jeddah Yachts Club Port,1-------,AA,2139N 03906E
SAKAC,SA,KAC,King Abdullah City,1-3-----,RL,2224N 03905E
SAKHU,SA,KHU,Al Khuraibah,1-------,RL,2803N 03510E
SALIT,SA,LIT,Lith,1-------,QQ,
SAMAK,SA,MAK,Makkah,1-------,QQ,
SAMAN,SA,MAN,Manailih,1-------,QQ,
SAMUF,SA,MUF,Manfouha,1-------,QQ,
SANEO,SA,NEO,Neom,1234-67-,,2734N 03533E
SAQAH,SA,QAH,Al Qahmah,1-------,RL,1801N 04140E
SAQAL,SA,QAL,Qalsn,1-------,QQ,
SAQUN,SA,QUN,Al Qunfudah,1-------,RL,1907N 04104E
SAQUR,SA,QUR,Qurayyah,1-------,QQ,
SARAB,SA,RAB,Rabigh,1-------,QQ,
SARAM,SA,RAM,Ras al Mishab,1-------,QQ,
SARAR,SA,RAR,Ras al Khafji,1-------,QQ,
SARAZ,SA,RAZ,Ras Al-Khair,1-3-----,RL,2733N 04912E
SARTA,SA,RTA,Ras Tanura,1-------,QQ,2638N 05009E
SASHU,SA,SHU,Shuaibah,1-------,RL,2041N 03931E
SASUH,SA,SUH,Salboukh,1-------,QQ,
SAVLA,SA,VLA,Umm Lajj,1-3-----,RL,2501N 03716E
SAYBI,SA,YBI,Yanbu Industrial City,1-3-----,RL,2356N 03815E
SAYNB,SA,YNB,Yanbu commercial city,1-34----,AI,2404N 03803E
SAZUY,SA,ZUY,Zulayfayn,1-------,QQ,
SBAKS,SB,AKS,"Auki, Malaita Is",1--4----,AI,
SBALB,SB,ALB,"Allardyce Harbour, Sta Isabel Is",1-------,QQ,
SBAOB,SB,AOB,Aola Bay,1-------,RL,
SBCHY,SB,CHY,Choiseul Bay,1--4----,AI,0642S 15626E
SBGZO,SB,GZO,Gizo,1--4----,AI,0806S 15651E
SBHIR,SB,HIR,"Honiara, Guadalcanal Is",1--45---,AI,
SBIRA,SB,IRA,"Kirakira, San Cristobal Is",1--4----,AI,
SBLAT,SB,LAT,Lata,1-34----,AM,1043S 16548E
SBLEV,SB,LEV,Lever Harbour,1-------,RL,0801S 15736E
SBLOF,SB,LOF,Lofung,1-------,RL,
SBNEM,SB,NEM,Nemba,1-3-----,RL,1046S 16542E
SBNOR,SB,NOR,"Noro, New Georgia",1-------,AC,
SBRIN,SB,RIN,"Ringgi Cove, Kolombangara",1--4----,AI,0807S 15707E
SBRUS,SB,RUS,"Marau Sound, Guadalcanal Is",1--4----,AI,
SBSCZ,SB,SCZ,Santa Cruz Is,1--4----,AI,
SBSHH,SB,SHH,Shortland Harbour,1-------,AC,0705S 15552E
SBTLG,SB,TLG,"Tulagi, Ngella",1--4----,AI,
SBVIU,SB,VIU,Viru Harbour,1--4----,AI,
SBXYA,SB,XYA,"Yandina, Russell Island",1-34----,AI,0907S 15913E
SCMAW,SC,MAW,Mahe,1-------,QQ,
SCPOV,SC,POV,Port Victoria,1-------,QQ,
SCVIC,SC,VIC,Victoria,1-3-----,RL,0437S 05527E
SDMBH,SD,MBH,Marsa Bashayer,1-------,RL,1923N 03718E
SDPZU,SD,PZU,Port Sudan,1--45---,AI,
SDSWA,SD,SWA,Swakin,1-------,AC,
SEAAR,SE,AAR,Ar,1-------,AF,
SEADG,SE,ADG,Arildsläge,1-------,RL,
SEAGB,SE,AGB,Agnesberg,123-----,RL,5747N 01159E
SEAGE,SE,AGE,Ånge,123-----,RL,6231N 01537E
SEAGN,SE,AGN,Älvängen,123-----,RL,5757N 01207E
SEAHU,SE,AHU,Åhus,123-----,AA,5555N 01417E
SEALA,SE,ALA,Ala,1-------,AA,6113N 01709E
SEALF,SE,ALF,Alfredshem,1-------,AF,
SEALN,SE,ALN,Älvenäs,1-------,AA,5923N 01311E
SEAMA,SE,AMA,Åmål,123-----,AA,5903N 01242E
SEANK,SE,ANK,Ankarsvik,1-------,AF,
SEANN,SE,ANN,Ånn,123-----,RL,6319N 01232E
SEARA,SE,ARA,Arboga,123-----,RL,5923N 01551E
SEARB,SE,ARB,Arbrå,123-----,AF,
SEARK,SE,ARK,Arnöviken,1-------,AF,
SEARV,SE,ARV,Arvika,123-----,AI,
SEASD,SE,ASD,Askersund,1-------,RL,
SEASU,SE,ASU,Arkösund,1-------,RL,
SEBAA,SE,BAA,Bålsta,1-3-----,AA,5935N 01730E
SEBAC,SE,BAC,Bäckviken,1-------,AI,
SEBAS,SE,BAS,Båstad,1-------,AI,
SEBAT,SE,BAT,Båtskärsnäs,1-------,AF,
SEBBH,SE,BBH,Barsebäckshamn,1-------,AA,5545N 01254E
SEBDQ,SE,BDQ,Böda,1-------,AI,
SEBEA,SE,BEA,Bergkvara,1-------,AA,5623N 01605E
SEBER,SE,BER,Bergs oljehamn,1-------,AA,5919N 01810E
SEBGA,SE,BGA,Berga Örlogsskolor,1-------,AA,5905N 01809E
SEBJR,SE,BJR,Bjärred,1-3-----,RL,5543N 01301E
SEBLA,SE,BLA,Blankaholm,1-------,AF,
SEBLD,SE,BLD,Bovallstrand,1-------,RL,
SEBOG,SE,BOG,Borensberg,1-------,RL,
SEBOH,SE,BOH,Bohus,123-----,AA,5751N 01200E
SEBOL,SE,BOL,Bollstabruk,123-----,AA,6300N 01741E
SEBOM,SE,BOM,Borgholm,1-------,AI,
SEBRE,SE,BRE,Bredviken,1-------,AF,
SEBRO,SE,BRO,Brofjorden,1-------,AA,5821N 01123E
SEBRT,SE,BRT,Brottby,1-------,AF,
SEBRU,SE,BRU,Brunflo,1-3-----,RL,6305N 01449E
SEBTF,SE,BTF,Bengtsfors,1-3-----,RN,
SEBUR,SE,BUR,Bureå,1-------,AF,
SEBUV,SE,BUV,Burgsvik,1-------,AI,
SEBVK,SE,BVK,Bråviken,1-3-----,AA,5838N 01632E
SEBYX,SE,BYX,Byxelkrok,1-------,AI,
SEDEG,SE,DEG,Degerhamn,1-------,AA,
SEDJN,SE,DJN,Djurön,1-------,AA,5838N 01621E
SEDJP,SE,DJP,Djupvik,1-------,RL,
SEDJU,SE,DJU,Djurmo,1-------,AF,
SEDLA,SE,DLA,Dalarö,1-------,RL,
SEDOM,SE,DOM,Domsjö,1-------,AI,
SEDON,SE,DON,Donsö,1-------,AI,
SEDRT,SE,DRT,Drottningholm,1-------,AA,5919N 01753E
SEDYN,SE,DYN,Dynäs,123-----,AF,
SEELL,SE,ELL,Elleholm,1-3-----,AA,5610N 01445E
SEELO,SE,ELO,Ellös,1-3-----,AA,5811N 01128E
SEENK,SE,ENK,Enköping,123-----,AA,5940N 01706E
SEESS,SE,ESS,Essvik,1-3-----,AF,6218N 01723E
SEFAG,SE,FAG,Falkenberg,123-----,AA,5653N 01230E
SEFAK,SE,FAK,Fagervik,1-------,AI,
SEFAR,SE,FAR,Färjestaden,1-3-----,RL,5639N 01627E
SEFBK,SE,FBK,Fiskebäckskil,1-------,RL,
SEFIG,SE,FIG,Figeholm,1-------,AF,
SEFIL,SE,FIL,Filipstad,1-3-----,RL,
SEFIS,SE,FIS,Fiskebäck,1-------,AI,
SEFJA,SE,FJA,Fjällbacka,1-------,AI,
SEFKG,SE,FKG,Falköping,123-----,RL,
SEFLI,SE,FLI,Flivik,1-------,RL,5733N 01635E
SEFOR,SE,FOR,Forsmark,1-------,AA,6022N 01809E
SEFRA,SE,FRA,Frånö,123-----,AF,
SEFSB,SE,FSB,Falsterbo,1-------,RL,
SEFSD,SE,FSD,Fårösund,1-------,AI,
SEGAM,SE,GAM,Gamleby,123-----,AA,5754N 01624E
SEGKS,SE,GKS,Gustavsvik/Stockholm,1-------,AF,5919N 01818E
SEGKV,SE,GKV,Grankullavik,1-3-----,AI,5720N 01706E
SEGLM,SE,GLM,Glommen,1-------,AA,5656N 01221E
SEGNR,SE,GNR,Grönö,1-------,AA,6031N 01744E
SEGOA,SE,GOA,Göta,123-----,AA,5807N 01208E
SEGOR,SE,GOR,Gorsingeholm,1-------,AA,5921N 01703E
SEGOT,SE,GOT,Göteborg,12345---,AA,5743N 01158E
SEGRD,SE,GRD,Grundsund,1-3-----,AI,
SEGRE,SE,GRE,Grebbestad,1-3-----,AI,
SEGRH,SE,GRH,Grisslehamn,1-------,AA,6006N 01850E
SEGRU,SE,GRU,Gruvön,1-------,AA,5920N 01307E
SEGUB,SE,GUB,Gustavsberg,1-------,AI,
SEGUN,SE,GUN,Gunnebo,1-------,AI,
SEGUS,SE,GUS,Gustavsvik,123-----,AA,6250N 01753E
SEGVN,SE,GVN,Gravarne,1-------,RL,
SEGVX,SE,GVX,Gävle,1--4----,AA,6040N 01710E
SEHAA,SE,HAA,Haparanda,123-----,AF,
SEHAC,SE,HAC,Hackås,123-----,RL,6255N 01431E
SEHAD,SE,HAD,Halmstad,1234----,AA,5640N 01251E
SEHAH,SE,HAH,Haraholmen,1-------,AA,6514N 02139E
SEHAK,SE,HAK,Hallstavik,123-----,AA,6003N 01836E
SEHAN,SE,HAN,Hargshamn,123-----,AA,6010N 01828E
SEHAS,SE,HAS,Hallstanäs,1-------,AF,
SEHBG,SE,HBG,Hamburgsund,1-------,RL,
SEHBV,SE,HBV,Hässelbyverket/Stockholm,1-------,AA,5921N 01729E
SEHEL,SE,HEL,Helsingborg,12-4----,AI,
SEHER,SE,HER,Herräng,1-------,AF,
SEHGS,SE,HGS,Högsjö,1-------,RL,
SEHLD,SE,HLD,Holmsund,123-----,AA,
SEHLS,SE,HLS,Hällekis,123-----,RL,
SEHMR,SE,HMR,Hammar,1-3-----,RL,5849N 01457E
SEHNB,SE,HNB,Hörneborg,1-------,AF,
SEHND,SE,HND,Härnösand,123-----,AA,6238N 01756E
SEHNF,SE,HNF,Hörnefors,1-3-----,AA,6338N 01954E
SEHOG,SE,HOG,Höganäs,123-----,AA,5612N 01233E
SEHON,SE,HON,Hönsäter,1-3-----,AA,5838N 01325E
SEHST,SE,HST,Heestrand,1-------,RL,5831N 01117E
SEHUN,SE,HUN,Hunnebostrand,1-3-----,AI,
SEHUS,SE,HUS,Husum,1-------,AA,6320N 01910E
SEHUV,SE,HUV,Hudiksvall,1234----,AA,6144N 01706E
SEHYP,SE,HYP,Hyppeln,1-------,AI,
SEIGG,SE,IGG,Iggesund,123-----,AA,6138N 01704E
SEJAR,SE,JAR,Järfälla,123-----,AF,5924N 01752E
SEJAT,SE,JAT,Jättersön,1-------,AI,
SEJKG,SE,JKG,Jönköping,1--4----,AI,
SEJNA,SE,JNA,Jörlanda,123--6--,RL,5759N 01149E
SEJOH,SE,JOH,Johannedal,1-------,AF,
SEKAA,SE,KAA,Karlskrona,123-----,AA,5610N 01535E
SEKAF,SE,KAF,Strå,1-------,AA,5753N 01901E
SEKAG,SE,KAG,Kåge,1-------,AF,
SEKAK,SE,KAK,Karlsvik,1-------,AF,
SEKAL,SE,KAL,Kalmarsand,1-------,AA,5933N 01733E
SEKAN,SE,KAN,Karlshamn,123-----,AA,5610N 01451E
SEKAS,SE,KAS,Karskär,1-------,AA,6041N 01716E
SEKAT,SE,KAT,Katthammarsvik,1-------,AI,
SEKAX,SE,KAX,Kalix,123-----,AF,
SEKBK,SE,KBK,Karlholmsbruk,1-------,AA,6031N 01737E
SEKGG,SE,KGG,Kagghamra,1-------,AA,5905N 01747E
SEKGM,SE,KGM,Klagshamn,1-3-----,RL,5532N 01255E
SEKGR,SE,KGR,Kungsör,1-3-----,AI,5926N 01606E
SEKHN,SE,KHN,Kristinehamn,123-----,AA,5920N 01407E
SEKID,SE,KID,Kristianstad,1234----,AI,
SEKKS,SE,KKS,Kyrkesund,1-3-----,RL,5801N 01131E
SEKLA,SE,KLA,Klavreström,123-----,RL,5708N 01508E
SEKLD,SE,KLD,Klädesholmen,1-3--6--,RL,5757N 01132E
SEKLI,SE,KLI,Klintehamn,1-------,AA,5724N 01812E
SEKLR,SE,KLR,Kalmar,1234----,AA,5640N 01622E
SEKMH,SE,KMH,Köpmanholmen,1-------,AA,6310N 01834E
SEKOG,SE,KOG,Köping,123-----,AA,5931N 01559E
SEKPH,SE,KPH,Kappelshamn,1-------,AA,5751N 01847E
SEKPS,SE,KPS,Kapellskär,1-3-----,AA,5943N 01904E
SEKRF,SE,KRF,Kramfors,1234----,AA,6256N 01747E
SEKRH,SE,KRH,Kårehamn,1-------,AI,5657N 01654E
SEKSD,SE,KSD,Karlstad,1--4----,AA,5922N 01330E
SEKUA,SE,KUA,Kungsbacka,1-3-----,RL,5729N 01205E
SEKUB,SE,KUB,Kubikenborg,1-------,AA,
SEKUN,SE,KUN,Kungshamn,1-------,AA,5821N 01115E
SEKUV,SE,KUV,Kungälv,1-3-----,RL,
SEKVA,SE,KVA,Kvarnholmen,1-------,AI,
SEKVH,SE,KVH,Kopparverkshamnen,1-------,AI,
SEKVK,SE,KVK,Kalvik,1-------,AA,5904N 01111E
SEKXV,SE,KXV,Karlsborg Axelvik,1-------,AA,6548N 02317E
SEKYR,SE,KYR,Kyrkebyn,1-------,AF,
SELAA,SE,LAA,Landskrona,123-----,AA,5552N 01250E
SELAV,SE,LAV,Landvetter,1234----,RL,5741N 01212E
SELDK,SE,LDK,Lidköping,1234----,AA,5830N 01330E
SELDO,SE,LDO,Lödöse,123-----,AA,5802N 01208E
SELED,SE,LED,Lilla Edet,123-----,AA,5808N 01208E
SELIM,SE,LIM,Limhamn,123-----,AA,5535N 01257E
SELIO,SE,LIO,Lidingö,123-----,AF,
SELIS,SE,LIS,Linanäs,1-3-----,AF,5946N 01908E
SELJP,SE,LJP,Ljungsarp,123-----,RL,5734N 01335E
SELJU,SE,LJU,Ljusne,123-----,AA,6113N 01708E
SELLA,SE,LLA,Luleå,1--4----,AA,6535N 02209E
SELOD,SE,LOD,Löddeköpinge,1-3--6--,RL,5546N 01301E
SELOM,SE,LOM,Lomma,123-----,AI,
SELOT,SE,LOT,Löten,1-------,AA,5925N 01735E
SELOU,SE,LOU,Loudden/Stockholm,1-------,RL,
SELUG,SE,LUG,Lugnvik,1-------,AA,6317N 01844E
SELUN,SE,LUN,Lövholmen,1-------,AF,
SELVR,SE,LVR,Lövånger,1-------,AF,
SELYS,SE,LYS,Lysekil,123-----,AA,5817N 01126E
SEMAD,SE,MAD,Mariestad,123-----,AA,5842N 01349E
SEMAN,SE,MAN,Marsviken,1-------,AI,
SEMAR,SE,MAR,Marieberg,1-------,AA,
SEMAV,SE,MAV,Marviken,1-------,RL,5833N 01650E
SEMDM,SE,MDM,Munkedalshamn,123-----,RL,
SEMEM,SE,MEM,Mem,1-3-----,RL,
SEMLE,SE,MLE,Mölle,1-3-----,RL,5617N 01230E
SEMLO,SE,MLO,Mollösund,1-3-----,RL,
SEMMA,SE,MMA,Malmö,1234----,AA,5536N 01300E
SEMON,SE,MON,Mönsterås,123-----,AA,5702N 01626E
SEMOO,SE,MOO,Mo,1-------,AF,
SEMOR,SE,MOR,Mörbylånga,1-------,AA,5631N 01623E
SEMRF,SE,MRF,Mariefred,1-3-----,RL,
SEMSD,SE,MSD,Marstrand,1-3-----,AA,5753N 01335E
SEMSK,SE,MSK,Muskö,1-------,AA,5858N 01807E
SEMUN,SE,MUN,Munksund,123-----,AF,
SENAS,SE,NAS,Näs,1-------,AF,
SENAV,SE,NAV,Nävekvarn,1-------,AF,
SENHN,SE,NHN,Nyhamn,1-------,AF,
SENJA,SE,NJA,Norrbottens Järnverk-SSAB,1-------,AI,
SENOE,SE,NOE,Norrtälje,1-------,AA,5945N 01843E
SENOG,SE,NOG,Nordmaling,1-3-----,AI,6340N 01925E
SENOL,SE,NOL,Nol (ports),123-----,AA,5755N 01204E
SENOR,SE,NOR,Norrbyskär,1-------,AF,
SENOT,SE,NOT,Norrsundet,123-----,AA,6057N 01708E
SENRK,SE,NRK,Norrköping,1234----,AA,5836N 01611E
SENRR,SE,NRR,Norvik,1-3-----,AA,5856N 01758E
SENST,SE,NST,Noraström,1-------,RL,6252N 01802E
SENYN,SE,NYN,Nynäshamn,123-----,AA,5854N 01757E
SENYO,SE,NYO,Nyköping,1234----,AA,5855N 01710E
SEOAX,SE,OAX,Oaxen,1-------,AF,
SEOBB,SE,OBB,Obbola,1-------,AI,
SEOCO,SE,OCO,Öckerö,1-------,AI,
SEOEN,SE,OEN,Ön,1-------,AA,5928N 01723E
SEOER,SE,OER,Örnsköldsvik,1234----,AA,6318N 01843E
SEOGR,SE,OGR,Öregrund,1-------,AI,
SEORT,SE,ORT,Ortviken,1-------,AA,6223N 01721E
SEORV,SE,ORV,Örviken,1-------,AF,
SEOSK,SE,OSK,Oskarshamn,123-----,AA,5716N 01626E
SEOST,SE,OST,Östrand,1-------,AA,6228N 01719E
SEOTT,SE,OTT,Otterbäcken,123-----,AA,5857N 01402E
SEOXE,SE,OXE,Oxelösund,123-----,AA,5840N 01706E
SEPAS,SE,PAS,Påskallavik,1-------,AF,
SEPHM,SE,PHM,Pataholm,1-3-----,RL,5655N 01625E
SEPIT,SE,PIT,Piteå,123-----,AA,6520N 02130E
SERAA,SE,RAA,Råå,1-------,AF,
SERAM,SE,RAM,Ramvik,123-----,AF,
SERBY,SE,RBY,Ronnebyhamn,123-----,AA,5611N 01518E
SERIN,SE,RIN,Ringhals,1-------,AA,5715N 01205E
SERNB,SE,RNB,Ronneby,1234----,AA,5612N 01518E
SERNG,SE,RNG,Rönnäng,1-3-----,AA,5756N 01135E
SERNH,SE,RNH,Ronehamn,1-------,AA,5710N 01829E
SEROR,SE,ROR,Rönnskär,1-------,AF,
SEROV,SE,ROV,Rönnskärsverken,1-------,AF,
SERUV,SE,RUV,Rundvik,1-3-----,AA,6332N 01926E
SESAE,SE,SAE,Sandarne,123-----,AI,
SESAF,SE,SAF,Säffle,123-----,AI,5908N 01255E
SESAK,SE,SAK,Sandvik,1-------,AI,
SESBB,SE,SBB,Saltsjö-Boo,1-------,AF,
SESBN,SE,SBN,Saltsjöbaden,123-----,AF,
SESDK,SE,SDK,Sundsbruk,123-----,RL,6227N 01721E
SESDL,SE,SDL,Sundsvall,1-34----,AA,6223N 01718E
SESDS,SE,SDS,Studsvik,1-------,AA,5846N 01723E
SESEA,SE,SEA,Svedala,1-3-----,AA,
SESES,SE,SES,Seskarö,1-------,AF,
SESFT,SE,SFT,Skellefteå,1234----,AA,6446N 02057E
SESGM,SE,SGM,Skagshamn,1-------,AA,6313N 01901E
SESGT,SE,SGT,Sigtuna,123-----,RL,5937N 01743E
SESIK,SE,SIK,Sikeå,1-------,AF,
SESIM,SE,SIM,Simrishamn,123-----,AA,5533N 01420E
SESKB,SE,SKB,Skärblacka,123-----,AF,
SESKE,SE,SKE,Skelleftehamn,1-------,AA,6441N 02114E
SESKL,SE,SKL,Skalhamn,1-------,AI,
SESKM,SE,SKM,Skärhamn,1-3-----,AA,5759N 01133E
SESKN,SE,SKN,Skuthamn,1-------,AF,
SESKO,SE,SKO,Skoghall,123-----,AA,5920N 01326E
SESKR,SE,SKR,Skredsvik,1-3-----,RL,
SESKT,SE,SKT,Skattkärr,1-------,AA,5925N 01338E
SESLI,SE,SLI,Slite,1-------,AA,5743N 01848E
SESMD,SE,SMD,Strömstad,123-----,AA,5856N 01111E
SESMN,SE,SMN,Storuman,123-----,RL,6506N 01706E
SESMO,SE,SMO,Smögen,1-3-----,RL,
SESMS,SE,SMS,Salmis,1-------,RL,
SESND,SE,SND,Svanesund,1-3-----,RL,5808N 01150E
SESNR,SE,SNR,Skanör,1-3-----,RL,5525N 01251E
SESOE,SE,SOE,Södertälje,123--6--,AA,5912N 01737E
SESOG,SE,SOG,Söderköping,123-----,AF,
SESOL,SE,SOL,Sölvesborg,123-----,AA,5603N 01433E
SESOO,SE,SOO,Söderhamn,1234----,AI,
SESOR,SE,SOR,Söråker,123-----,AA,6230N 01730E
SESPP,SE,SPP,Simpevarp,1-------,AA,5725N 01640E
SESPR,SE,SPR,Sprängsviken,123-----,AF,
SESSR,SE,SSR,Skutskär,123-----,AA,6038N 01725E
SESTA,SE,STA,Stocka,1-------,AA,6153N 01720E
SESTE,SE,STE,Stenungsund,123-----,AA,5845N 01149E
SESTG,SE,STG,Stigtomta,123-----,RL,5848N 01647E
SESTJ,SE,STJ,Stavsjö,1----6--,RL,5650N 01348E
SESTK,SE,STK,Stockviksverken,1-3-----,AA,6220N 01721E
SESTL,SE,STL,Saltkällan,1-3-----,RL,
SESTO,SE,STO,Stockholm,12345---,AA,5920N 01803E
SESTQ,SE,STQ,Strängnäs,123-----,AA,5923N 01702E
SESTR,SE,STR,"Sandvik, Styrsö",1-3-----,RL,5737N 01146E
SESTU,SE,STU,Stugsund,123-----,AA,6118N 01703E
SESTV,SE,STV,Stora Vika,1-3-----,AF,5856N 01748E
SESUD,SE,SUD,Stocksund,1-------,AF,
SESUG,SE,SUG,Sundbyberg,123-----,AF,
SESUN,SE,SUN,Sund,1-------,AF,
SESUR,SE,SUR,Surte,1-3-----,AA,5749N 01201E
SESUS,SE,SUS,Storugns,1-3-----,AA,5745N 01849E
SESVK,SE,SVK,Svartvik,1-------,AF,
SESVX,SE,SVX,Svanö,1-------,AF,
SETHN,SE,THN,Trollhättan,1234----,AA,5816N 01218E
SETOA,SE,TOA,Torshälla,1-3-----,AI,5925N 01627E
SETOE,SE,TOE,Töre,1-------,AA,6554N 02239E
SETOV,SE,TOV,Torekov,1-------,AI,
SETRG,SE,TRG,Trelleborg,1-------,AA,5522N 01310E
SETSL,SE,TSL,Träslövsläge,1-------,AA,5703N 01216E
SETTD,SE,TTD,Tomtbod,1-3-----,RL,5711N 01832E
SETUN,SE,TUN,Tunadal,123-----,AA,6224N 01722E
SEUDD,SE,UDD,Uddevalla,123-----,AA,5822N 01156E
SEUGN,SE,UGN,Ulebergshamn,1-3-----,RL,
SEULF,SE,ULF,Ulfvik,1-------,AF,
SEUME,SE,UME,Umeå,1234----,AI,6350N 02015E
SEUND,SE,UND,Underås,1-------,AA,5916N 01732E
SEUPP,SE,UPP,Uppsala,123-----,AI,5952N 01738E
SEURS,SE,URS,Ursviken,123-----,AF,
SEUTA,SE,UTA,Utansjö,1-------,AA,
SEVAA,SE,VAA,Vålberg,1-3-----,AA,5924N 01310E
SEVAG,SE,VAG,Varberg,123-----,AA,
SEVAJ,SE,VAJ,Väja,123-----,AI,
SEVAK,SE,VAK,Valdemarsvik,1-------,AI,
SEVAL,SE,VAL,Vallvik,123-----,AA,6111N 01711E
SEVAN,SE,VAN,Vänersborg,123-----,AA,5822N 01219E
SEVBY,SE,VBY,Visby,1234----,AA,5738N 01818E
SEVER,SE,VER,Verkebäck,1-------,AI,
SEVGN,SE,VGN,Vargön,123-----,AA,5822N 01222E
SEVGO,SE,VGO,Vrångö,1-3-----,RL,5734N 01147E
SEVIV,SE,VIV,Vivstavarv,123-----,AI,
SEVRB,SE,VRB,Vårby,1-------,AA,5915N 01752E
SEVST,SE,VST,Västerås,1234----,AA,5937N 01633E
SEVVK,SE,VVK,Västervik,1234----,AA,5745N 01638E
SEVXH,SE,VXH,Vaxholm,1-3-----,RL,5924N 01820E
SEWAL,SE,WAL,Wallhamn,1-------,AA,5801N 01142E
SEYST,SE,YST,Ystad,123-----,AA,5525N 01349E
SGAYC,SG,AYC,Pulau Ayer Chawan,1-------,AS,0116N 10342E
SGCHG,SG,CHG,Changi,1-34----,AS,0121N 10359E
SGJUR,SG,JUR,Jurong,1-3-----,AS,0120N 10342E
SGKEP,SG,KEP,Keppel,1-3-----,AS,0116N 10350E
SGPAP,SG,PAP,Pasir Panjang,1-3-----,AS,0116N 10347E
SGPPT,SG,PPT,PASIR PANJANG Terminal,1-3-----,RL,0117N 10346E
SGPUB,SG,PUB,Pulau Bukom,1-------,AS,0114N 10346E
SGSCT,SG,SCT,Singapore Container Terminal,1-------,QQ,
SGSEB,SG,SEB,Pulau Sebarok,1-------,AS,0112N 10348E
SGSEM,SG,SEM,Sembawang,1-3-----,AS,0127N 10349E
SGSIN,SG,SIN,Singapore,1--45---,AI,0117N 10351E
SGSLT,SG,SLT,Seletar,1-34----,AS,0124N 10352E
SGTPG,SG,TPG,Tanjong Pagar,1-3-----,AS,0116N 10351E
SGTPN,SG,TPN,Tanjong Penjuru,1-3-----,AS,0119N 10344E
SGTUA,SG,TUA,Tuas,1-3-----,AS,0119N 10339E
SHASC,SH,ASC,Ascension,1-------,RL,0757S 01421W
SHASI,SH,ASI,Georgetown,1--4----,AI,
SHRPT,SH,RPT,Rupert's Bay,1-------,AA,1555S 00542W
SHSHN,SH,SHN,Jamestown,1-------,QQ,
SHTDC,SH,TDC,Tristan da Cunha,1---5---,AI,
SIDBO,SI,DBO,Dobrovo,1----6--,RL,4559N 13315E
SIIZO,SI,IZO,Izola,1-------,RL,
SIJAR,SI,JAR,Jarenina,1-------,RL,
SIJCE,SI,JCE,Jesenice,123-----,RL,4625N 01404E
SIKOP,SI,KOP,Koper,1-------,RL,
SILU6,SI,LU6,Trojane,1-3-----,RL,4611N 01452E
SIPIR,SI,PIR,Piran,1-------,RL,
SIPOW,SI,POW,Portoroz,1--4----,AI,
SIROG,SI,ROG,Rogasovci,1----6--,RL,4648N 01602E
SIS8L,SI,S8L,Selca,1-------,RL,4613N 01412E
SISEC,SI,SEC,Secovlje,1----6--,RL,4528N 01337E
SISLV,SI,SLV,Lukovica pri Domzalah,1----6--,RL,4610N 14420W
SISML,SI,SML,Mala Nedelja,1-3-----,RL,4631N 01603E
SITOL,SI,TOL,Tolmin,1-------,RL,4610N 01343E
SIVB9,SI,VB9,Vremski Britof,1----6--,RL,4539N 01401E
SIVOJ,SI,VOJ,Vojnik,1----6--,RL,4617N 01518E
SIVRA,SI,VRA,Vransko,1----6--,RL,4614N 01457E
SIVUH,SI,VUH,Vuhred,1----6--,RL,4635N 01514E
SIXZA,SI,XZA,Zgornji Jakobski Dol,1-3-----,RL,4638N 01545E
SIZ35,SI,Z35,Zgornji Leskovec,1----6--,RL,4619N 01556E
SIZ42,SI,Z42,Zagorje ob Savi,1----6--,RL,4608N 01500E
SIZ95,SI,Z95,Zgornje Jezersko,1----6--,RL,4623N 01428E
SIZAB,SI,ZAB,Zabnica,1----6--,RL,4611N 01419E
SIZAG,SI,ZAG,Zagradec,1----6--,RL,4551N 01450E
SIZAV,SI,ZAV,Zavrc,1----6--,RL,4623N 01602E
SIZBU,SI,ZBU,Zabukovje nad Sevnico,1----6--,RL,4603N 01522E
SIZDO,SI,ZDO,Zdole,1----6--,RL,4558N 01532E
